year_month,ticker,hsi_state,state_kr,hsi_direction,state_valid,score_return,call_rate,cd91_rate,corp_aa3y_rate,gov1y_rate,gov3y_rate,gov10y_rate,corp_bbb3y_rate,cp91_rate,rp_rate,rate_level,rate_source,rate_change_1m,rate_up_flag,rate_z,term_spread_10y_1y,credit_spread_aa_gov3y,cp_cd_spread,usdkrw,jpykrw_100,eurkrw,usdkrw_return_1m,usdkrw_change_1m,fx_up_flag,fx_z,gdp_level_billion_krw,gdp_growth_decimal,gdp_growth_decimal_lagged,gdp_growth_pct_lagged,gdp_unit_detected,gdp_growth_band,gdp_below_2_flag,gdp_stable_2_3_flag,rate_fx_departure,rate_fx_risk_departure_flag,rate_fx_relief_departure_flag,policy_growth_pressure_flag,macro_defense_addon,macro_relief_addon,macro_companion_regime,macro_data_available,gdp_data_available,macro_companion_regime_filled,gdp_availability_status,hsi_risk_flag,hsi_relief_flag,macro_risk_flag,macro_relief_flag,hsi_macro_overlap_type,hsi_macro_risk_agreement_flag,hsi_macro_disagreement_flag
2023-11,069500,risk_relief,위험 완화 우세,-0.1023961805187102,True,-5.435208689315354,3.67,3.84,4.319,3.653,3.583,3.699,10.756,4.31,3.58,3.583,gov3y_rate,-0.5019999999999998,0.0,-2.0363720892009,0.0459999999999998,0.7359999999999998,0.4699999999999997,1289.0,877.29,1414.16,-0.0471614429331755,-63.79999999999996,0.0,-1.85842069619898,563643.3,0.0065844423930938,0.0065844423930938,0.65844423930938,decimal_as_is,slowdown_0_to_2,1.0,0.0,0.9999999997432468,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,0,1,0,1,both_relief,0,0
2023-12,069500,risk_relief,위험 완화 우세,-0.4412260851863083,True,-6.053892877221196,3.6,3.83,3.898,3.434,3.154,3.183,10.342,4.27,3.58,3.154,gov3y_rate,-0.4290000000000002,0.0,-1.63964543769517,-0.2510000000000003,0.7440000000000002,0.4399999999999995,1294.4,914.16,1437.75,0.004189294026377,5.400000000000091,1.0,-0.0179966458055571,588068.9,0.0433352086328355,0.0065844423930938,0.65844423930938,decimal_as_is,slowdown_0_to_2,1.0,0.0,0.9999999993967336,0.0,0.0,0.0,0.005,0.0,neutral,1,1,neutral,gdp_available,0,1,1,0,macro_risk_only,0,1
2024-01,069500,risk_warning,위험 악화 우세,0.2714372697089707,True,7.610845892993831,3.613,3.68,4.002,3.336,3.261,3.345,10.424,4.23,3.58,3.261,gov3y_rate,0.1070000000000002,1.0,0.1469933661082713,0.0090000000000003,0.7409999999999997,0.5500000000000003,1330.6,901.89,1443.1,0.0279666254635351,36.19999999999982,1.0,0.787718078598796,588068.9,0.0433352086328355,0.0433352086328355,4.33352086328355,decimal_as_is,strong_above_3,0.0,0.0,0.9999999989301512,1.0,0.0,0.0,0.01,0.0,rate_fx_risk_departure,1,1,rate_fx_risk_departure,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0
2024-02,069500,risk_relief,위험 완화 우세,-0.1630432180896449,True,-4.066585611526653,3.463,3.69,4.037,3.496,3.385,3.475,10.4,4.23,3.58,3.385,gov3y_rate,0.1239999999999996,1.0,0.1907449021851192,-0.0209999999999999,0.6520000000000001,0.5400000000000005,1334.0,885.76,1445.92,0.0025552382383886,3.400000000000091,1.0,-0.0956340692077999,588068.9,0.0433352086328355,0.0433352086328355,4.33352086328355,decimal_as_is,strong_above_3,0.0,0.0,0.3321152813092188,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0
2024-03,069500,risk_relief,위험 완화 우세,-0.3227410806763,True,-4.792738779673515,3.574,3.64,3.926,3.384,3.322,3.413,10.149,4.2,3.58,3.322,gov3y_rate,-0.0629999999999997,0.0,-0.4063057322173214,0.0289999999999999,0.6040000000000001,0.56,1346.8,889.48,1452.93,0.0095952023988006,12.799999999999956,1.0,0.1382638270584354,550377.7,-0.0640931700350079,0.0433352086328355,4.33352086328355,decimal_as_is,strong_above_3,0.0,0.0,0.4922087547881965,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0
2024-04,069500,risk_warning,위험 악화 우세,0.0564792507128672,True,3.873779695528623,3.655,3.57,3.995,3.47,3.529,3.656,10.214,4.18,3.58,3.529,gov3y_rate,0.2069999999999998,1.0,0.4606732468928405,0.1859999999999999,0.4660000000000002,0.6099999999999999,1378.7,882.68,1477.48,0.0236857736857738,31.90000000000009,1.0,0.6377510870621185,550377.7,-0.0640931700350079,-0.0640931700350079,-6.409317003500791,decimal_as_is,contraction_below_0,1.0,0.0,0.9999999990896048,1.0,0.0,1.0,0.025,0.0,risk_departure_plus_growth_pressure,1,1,risk_departure_plus_growth_pressure,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0
2024-05,069500,risk_warning,위험 악화 우세,0.162377467335302,True,3.136270058580743,3.58,3.61,3.871,3.41,3.452,3.578,10.016,4.18,3.58,3.452,gov3y_rate,-0.0769999999999999,0.0,-0.4505415776045862,0.1679999999999997,0.419,0.5699999999999998,1376.5,877.84,1491.09,-0.0015957060999493,-2.200000000000045,0.0,-0.2820803912128009,550377.7,-0.0640931700350079,-0.0640931700350079,-6.409317003500791,decimal_as_is,contraction_below_0,1.0,0.0,0.9999999986350396,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,1,0,0,1,hsi_risk_only,0,1
2024-06,069500,risk_relief,위험 완화 우세,-0.3359310099986469,True,-6.088101791631145,3.591,3.6,3.658,3.328,3.182,3.266,9.749,4.13,3.58,3.182,gov3y_rate,-0.27,0.0,-1.0401216877975514,-0.0619999999999998,0.476,0.5299999999999998,1389.2,864.31,1487.07,0.0092262985833635,12.700000000000044,1.0,0.1036976550279261,573463.8,0.0419459218642035,-0.0640931700350079,-6.409317003500791,decimal_as_is,contraction_below_0,1.0,0.0,0.8186817593395269,0.0,0.0,0.0,0.005,0.0,neutral,1,1,neutral,gdp_available,0,1,1,0,macro_risk_only,0,1
2024-07,069500,neutral_watch,중립 관찰,0.0039941537980921,True,1.911255103806523,3.53,3.5,3.459,3.152,3.004,3.064,9.492,3.88,3.58,3.004,gov3y_rate,-0.1779999999999999,0.0,-0.7013289575085061,-0.088,0.455,0.3799999999999999,1384.6,905.44,1497.51,-0.0033112582781458,-4.600000000000136,0.0,-0.3293788883526944,573463.8,0.0419459218642035,0.0419459218642035,4.1945921864203495,decimal_as_is,strong_above_3,0.0,0.0,0.9999999990297928,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,0,0,0,1,no_risk_overlap,0,0
2024-08,069500,accident_zone,강한 위험 구간,0.4400975866745149,True,4.868146838299435,3.543,3.52,3.503,3.06,2.953,3.088,9.43,3.59,3.58,2.953,gov3y_rate,-0.0510000000000001,0.0,-0.293070166040803,0.028,0.5500000000000003,0.0699999999999998,1335.3,921.75,1479.58,-0.0356059511772353,-49.29999999999996,0.0,-1.435373045777944,573463.8,0.0419459218642035,0.0419459218642035,4.1945921864203495,decimal_as_is,strong_above_3,0.0,0.0,0.9999999994214448,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,1,0,0,1,hsi_risk_only,0,1
2024-09,069500,accident_zone,강한 위험 구간,0.4309715833727095,True,4.930371932715433,3.602,3.53,3.397,2.826,2.811,2.992,9.26,3.59,3.58,2.811,gov3y_rate,-0.1419999999999999,0.0,-0.5707114851706268,0.1659999999999999,0.5859999999999999,0.06,1319.6,924.51,1474.06,-0.0117576574552535,-15.700000000000044,0.0,-0.5422414537883335,572424.9,-0.0018116226342448,0.0419459218642035,4.1945921864203495,decimal_as_is,strong_above_3,0.0,0.0,0.9999999991014892,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,1,0,0,1,hsi_risk_only,0,1
2024-10,069500,accident_zone,강한 위험 구간,0.2855806523334246,True,3.826978086931066,3.285,3.43,3.503,2.875,2.936,3.1,9.342,3.51,3.33,2.936,gov3y_rate,0.125,1.0,0.280548034702726,0.2250000000000001,0.5670000000000002,0.0799999999999996,1383.3,902.2,1502.19,0.0482722036980902,63.700000000000045,1.0,1.519753922876953,572424.9,-0.0018116226342448,-0.0018116226342448,-0.18116226342448,decimal_as_is,contraction_below_0,1.0,0.0,0.9999999994445375,1.0,0.0,1.0,0.025,0.0,risk_departure_plus_growth_pressure,1,1,risk_departure_plus_growth_pressure,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0
2024-11,069500,accident_zone,강한 위험 구간,0.3858779111186434,True,4.172285423199126,3.065,3.29,3.194,2.779,2.607,2.751,8.989,3.36,3.08,2.607,gov3y_rate,-0.3289999999999997,0.0,-1.117815732067029,-0.028,0.5869999999999997,0.0699999999999998,1394.7,920.87,1472.04,0.0082411624376492,11.400000000000093,1.0,0.1046531045763644,572424.9,-0.0018116226342448,-0.0018116226342448,-0.18116226342448,decimal_as_is,contraction_below_0,1.0,0.0,0.8287840117411762,0.0,0.0,0.0,0.005,0.0,neutral,1,1,neutral,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0
2024-12,069500,accident_zone,강한 위험 구간,0.2873987661596566,True,1.602351365339016,3.06,3.44,3.285,2.688,2.597,2.855,9.055,3.55,3.08,2.597,gov3y_rate,-0.0100000000000002,0.0,-0.1027397667198223,0.1669999999999998,0.6880000000000002,0.1099999999999998,1474.1,934.31,1537.85,0.0569298056929805,79.39999999999986,1.0,1.7241617951789476,595936.0,0.0410728114727363,-0.0018116226342448,-0.18116226342448,decimal_as_is,contraction_below_0,1.0,0.0,0.8875256671664303,0.0,0.0,0.0,0.005,0.0,neutral,1,1,neutral,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0
2025-01,069500,risk_relief,위험 완화 우세,-0.056712123630489,True,-3.772409303483657,3.074,3.03,3.204,2.631,2.573,2.859,8.963,3.22,3.08,2.573,gov3y_rate,-0.024,0.0,-0.1461816229641086,0.2280000000000002,0.6310000000000002,0.1900000000000004,1433.3,927.88,1488.84,-0.027677905162472,-40.79999999999996,0.0,-1.0890000589233853,595936.0,0.0410728114727363,0.0410728114727363,4.10728114727363,decimal_as_is,strong_above_3,0.0,0.0,0.9999999991904024,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,0,1,0,1,both_relief,0,0
2025-02,069500,neutral_watch,중립 관찰,0.0286779696675401,True,-0.6191855392553867,2.799,2.89,3.157,2.62,2.566,2.706,8.921,3.03,2.83,2.566,gov3y_rate,-0.0070000000000001,0.0,-0.0570785283233386,0.0859999999999998,0.5910000000000002,0.1399999999999996,1439.6,961.82,1496.97,0.0043954510570012,6.2999999999999545,1.0,-0.0309586775379523,595936.0,0.0410728114727363,0.0410728114727363,4.10728114727363,decimal_as_is,strong_above_3,0.0,0.0,0.9999999886411662,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,0,0,0,no_risk_overlap,0,0
2025-03,069500,neutral_watch,중립 관찰,-0.005754281606688,True,-0.2284118842621218,2.776,2.84,3.14,2.607,2.569,2.771,8.899,2.98,2.83,2.569,gov3y_rate,0.0030000000000001,1.0,-0.0193897295322973,0.1639999999999997,0.5710000000000002,0.1400000000000001,1466.5,981.76,1587.85,0.0186857460405669,26.90000000000009,1.0,0.4136867087009617,550232.4,-0.0766921280137463,0.0410728114727363,4.10728114727363,decimal_as_is,strong_above_3,0.0,0.0,0.9104558536288606,1.0,0.0,0.0,0.01,0.0,rate_fx_risk_departure,1,1,rate_fx_risk_departure,gdp_available,0,0,1,0,macro_risk_only,0,1
2025-04,069500,neutral_watch,중립 관찰,0.0390342664195,True,-1.163113451500881,2.783,2.71,2.868,2.374,2.267,2.563,8.62,2.91,2.83,2.267,gov3y_rate,-0.302,0.0,-0.9937375899267262,0.189,0.601,0.2000000000000001,1438.5,1011.07,1638.24,-0.0190930787589498,-28.0,0.0,-0.7799583107648468,550232.4,-0.0766921280137463,-0.0766921280137463,-7.66921280137463,decimal_as_is,contraction_below_0,1.0,0.0,0.9999999994362054,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,0,0,0,1,no_risk_overlap,0,0
2025-05,069500,risk_relief,위험 완화 우세,-0.4116717595208809,True,-5.417921605043564,2.582,2.59,2.917,2.276,2.347,2.786,8.669,2.77,2.57,2.347,gov3y_rate,0.08,1.0,0.3297071752910122,0.5100000000000002,0.5699999999999998,0.1800000000000001,1381.4,959.27,1571.14,-0.0396941258255125,-57.09999999999991,0.0,-1.3918895339127442,550232.4,-0.0766921280137463,-0.0766921280137463,-7.66921280137463,decimal_as_is,contraction_below_0,1.0,0.0,0.6169751326348779,0.0,0.0,1.0,0.01,0.0,policy_growth_pressure,1,1,policy_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1
2025-06,069500,risk_relief,위험 완화 우세,-0.5978876537960113,True,-8.943922750187141,2.566,2.56,2.963,2.302,2.452,2.805,8.776,2.71,2.57,2.452,gov3y_rate,0.1049999999999999,1.0,0.4116540527877169,0.5030000000000001,0.5110000000000001,0.1499999999999999,1356.4,938.98,1591.8,-0.018097582163023,-25.0,0.0,-0.6711600224411657,576794.3,0.0482739656915878,-0.0766921280137463,-7.66921280137463,decimal_as_is,contraction_below_0,1.0,0.0,0.2396588438868752,0.0,0.0,1.0,0.01,0.0,policy_growth_pressure,1,1,policy_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1
2025-07,069500,risk_relief,위험 완화 우세,-0.4096542187498857,True,-1.883757536634241,2.514,2.51,2.952,2.297,2.46,2.785,8.782,2.71,2.57,2.46,gov3y_rate,0.008,1.0,0.1340533752065596,0.488,0.492,0.2000000000000001,1382.9,926.1,1579.62,0.0195370097316425,26.5,1.0,0.5604452953869165,576794.3,0.0482739656915878,0.0482739656915878,4.82739656915878,decimal_as_is,strong_above_3,0.0,0.0,0.9999999985601123,1.0,0.0,0.0,0.01,0.0,rate_fx_risk_departure,1,1,rate_fx_risk_departure,gdp_available,0,1,1,0,macro_risk_only,0,1
2025-08,069500,risk_relief,위험 완화 우세,-0.1072875201006691,True,2.091942265131144,2.521,2.53,2.906,2.248,2.426,2.815,8.746,2.71,2.57,2.426,gov3y_rate,-0.0339999999999998,0.0,-0.0685382734467632,0.5669999999999997,0.48,0.1800000000000001,1388.6,944.79,1621.61,0.0041217730855447,5.699999999999818,1.0,0.0630622372171989,576794.3,0.0482739656915878,0.0482739656915878,4.82739656915878,decimal_as_is,strong_above_3,0.0,0.0,0.0416110557650959,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0
2025-09,069500,risk_relief,위험 완화 우세,-0.3436701528111182,True,-5.704120459469967,2.575,2.57,3.022,2.325,2.582,2.951,8.868,2.71,2.57,2.582,gov3y_rate,0.1559999999999997,1.0,0.7745061020031244,0.6259999999999999,0.4399999999999999,0.1400000000000001,1402.2,943.73,1644.5,0.0097940371597293,13.600000000000136,1.0,0.2712237052759997,582913.5,0.0106089813994347,0.0482739656915878,4.82739656915878,decimal_as_is,strong_above_3,0.0,0.0,0.99999999904373,1.0,0.0,0.0,0.01,0.0,rate_fx_risk_departure,1,1,rate_fx_risk_departure,gdp_available,0,1,1,0,macro_risk_only,0,1
2025-10,069500,risk_relief,위험 완화 우세,-0.5474749292099523,True,-10.0,2.511,2.55,3.122,2.438,2.716,3.061,8.972,2.74,2.55,2.716,gov3y_rate,0.1340000000000003,1.0,0.7716879683954291,0.6229999999999998,0.4059999999999997,0.1900000000000004,1423.2,923.62,1646.5,0.0149764655541291,21.0,1.0,0.5171436165165001,582913.5,0.0106089813994347,0.0106089813994347,1.06089813994347,decimal_as_is,slowdown_0_to_2,1.0,0.0,0.9999999992241032,1.0,0.0,1.0,0.025,0.0,risk_departure_plus_growth_pressure,1,1,risk_departure_plus_growth_pressure,gdp_available,0,1,1,0,macro_risk_only,0,1
2025-11,069500,accident_zone,강한 위험 구간,0.1813418957985404,True,5.045218215019437,2.514,2.8,3.428,2.517,2.991,3.344,9.278,3.05,2.55,2.991,gov3y_rate,0.2749999999999999,1.0,1.354249263394479,0.827,0.4369999999999998,0.25,1464.8,937.29,1699.17,0.0292299044406969,41.59999999999991,1.0,0.9762216057091252,582913.5,0.0106089813994347,0.0106089813994347,1.06089813994347,decimal_as_is,slowdown_0_to_2,1.0,0.0,0.999999999570902,1.0,0.0,1.0,0.025,0.0,risk_departure_plus_growth_pressure,1,1,risk_departure_plus_growth_pressure,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0
2025-12,069500,risk_relief,위험 완화 우세,-0.1733415029059598,True,-2.717256255919522,2.54,2.87,3.476,2.556,2.952,3.385,9.312,3.27,2.55,2.952,gov3y_rate,-0.0390000000000001,0.0,-0.0869776480938201,0.8289999999999997,0.524,0.3999999999999999,1433.9,919.08,1688.35,-0.0210950300382304,-30.899999999999864,0.0,-0.8680492222558989,605345.2,0.0384820389303044,0.0106089813994347,1.06089813994347,decimal_as_is,slowdown_0_to_2,1.0,0.0,0.999999998952909,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,0,1,0,1,both_relief,0,0
2026-01,069500,risk_relief,위험 완화 우세,-0.5472752015966548,True,-8.595994842512816,2.546,2.73,3.658,2.694,3.138,3.607,9.491,3.11,2.55,3.138,gov3y_rate,0.1859999999999999,1.0,0.9199907334424058,0.9130000000000004,0.52,0.3799999999999999,1427.0,932.89,1708.33,-0.0048120510495851,-6.900000000000091,0.0,-0.3203292995098667,605345.2,0.0384820389303044,0.0384820389303044,3.84820389303044,decimal_as_is,strong_above_3,0.0,0.0,0.4834731500883052,0.0,0.0,0.0,0.0,0.0,neutral,1,1,neutral,gdp_available,0,1,0,0,no_risk_overlap,0,0
2026-02,069500,risk_relief,위험 완화 우세,-0.3737591519618364,True,-8.687957598091822,2.602,2.81,3.637,2.644,3.041,3.446,9.467,3.11,2.55,3.041,gov3y_rate,-0.0969999999999999,0.0,-0.4200500109813134,0.802,0.5960000000000001,0.2999999999999998,1424.5,913.38,1680.7,-0.0017519271198318,-2.5,0.0,-0.2391191251593044,605345.2,0.0384820389303044,0.0384820389303044,3.84820389303044,decimal_as_is,strong_above_3,0.0,0.0,0.9999999984829387,0.0,1.0,0.0,0.0,0.0,rate_fx_relief_departure,1,1,rate_fx_relief_departure,gdp_available,0,1,0,1,both_relief,0,0
2026-03,069500,accident_zone,강한 위험 구간,0.5133468568414326,True,9.326969092058604,2.62,2.82,4.166,3.016,3.552,3.879,9.961,3.11,2.55,3.552,gov3y_rate,0.5110000000000001,1.0,2.6195266398534067,0.863,0.6140000000000003,0.29,1513.4,946.73,1733.37,0.0624078624078625,88.90000000000009,1.0,2.5619061657080557,570198.6,-0.0580604256876902,0.0384820389303044,3.84820389303044,decimal_as_is,strong_above_3,0.0,0.0,0.9999999998070032,1.0,0.0,0.0,0.01,0.0,rate_fx_risk_departure,1,1,rate_fx_risk_departure,gdp_available,1,0,1,0,both_hsi_and_macro_risk,1,0
2026-04,069500,risk_relief,위험 완화 우세,-0.3334931872227863,True,-8.811036813488487,2.554,2.81,4.248,3.02,3.595,3.923,10.03,3.06,2.55,3.595,gov3y_rate,0.0430000000000001,1.0,0.173334587654975,0.903,0.653,0.25,1476.1,920.58,1723.57,-0.0246464913439937,-37.30000000000018,0.0,-1.1488780721901328,,,,,,,,,0.7378113320376373,0.0,0.0,0.0,0.0,0.0,neutral,1,0,neutral,gdp_unavailable,0,1,0,0,no_risk_overlap,0,0
2026-05,069500,risk_relief,위험 완화 우세,-0.4845860147522382,True,-9.038802420281744,2.592,2.86,4.353,3.174,3.731,4.068,10.16,3.05,2.55,3.731,gov3y_rate,0.1359999999999996,1.0,0.6287710106394382,0.8939999999999997,0.6219999999999999,0.1899999999999999,1505.8,945.56,1754.48,0.0201205880360408,29.700000000000045,1.0,0.6721070885198224,,,,,,,,,0.9999999992312884,1.0,0.0,0.0,0.01,0.0,rate_fx_risk_departure,1,0,rate_fx_risk_departure,gdp_unavailable,0,1,1,0,macro_risk_only,0,1
2026-06,069500,conflict,신호 충돌,0.0626356708200768,True,4.91033545077826,2.514,2.88,4.501,3.239,3.882,4.254,10.307,3.06,2.55,3.882,gov3y_rate,0.1510000000000002,1.0,0.7088987671893942,1.0149999999999997,0.6190000000000002,0.1800000000000001,1528.6,955.35,1775.09,0.0151414530482134,22.799999999999955,1.0,0.4402246067615959,,,,,,,,,0.9999999991297712,1.0,0.0,0.0,0.01,0.0,rate_fx_risk_departure,1,0,rate_fx_risk_departure,gdp_unavailable,0,0,1,0,macro_risk_only,0,1
